PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2019-12-31T02:00:00Z,2019-12-31T01:00:00Z,PT60M,3.8,-40,0.0,-6.5,0,0,0,0,0,0,3.9,47.0,0.0,928.1,355,1.1,156,0.18
2019-12-31T03:00:00Z,2019-12-31T02:00:00Z,PT60M,3.7,-63,0.0,-7.2,0,0,0,0,0,0,3.9,44.9,0.0,927.7,354,1.1,147,0.18
2019-12-31T04:00:00Z,2019-12-31T03:00:00Z,PT60M,3.6,-78,0.0,-8.0,0,0,0,0,0,0,4.0,42.6,0.0,927.5,358,1.1,137,0.18
2019-12-31T05:00:00Z,2019-12-31T04:00:00Z,PT60M,3.4,-89,0.0,-8.7,0,0,0,0,0,0,4.3,40.7,0.0,927.4,8,0.9,126,0.18
2019-12-31T06:00:00Z,2019-12-31T05:00:00Z,PT60M,3.1,-99,0.0,-9.2,0,0,0,0,0,0,4.4,39.8,0.0,927.7,28,0.5,115,0.18
2019-12-31T07:00:00Z,2019-12-31T06:00:00Z,PT60M,2.8,-108,0.0,-9.2,0,0,0,0,0,0,4.5,40.9,0.0,928.0,41,0.4,104,0.18
2019-12-31T08:00:00Z,2019-12-31T07:00:00Z,PT60M,2.6,-118,0.0,-9.3,0,3,0,1,2,0,4.6,41.2,0.0,928.0,18,0.6,94,0.18
2019-12-31T09:00:00Z,2019-12-31T08:00:00Z,PT60M,3.5,-128,10.8,-8.2,36,182,21,57,137,31,4.3,42.1,0.0,928.2,24,0.8,85,0.18
2019-12-31T10:00:00Z,2019-12-31T09:00:00Z,PT60M,6.2,-140,1.7,-6.5,43,706,161,205,525,158,4.0,39.9,0.0,928.5,41,0.8,77,0.18
2019-12-31T11:00:00Z,2019-12-31T10:00:00Z,PT60M,8.5,-152,0.0,-6.2,47,856,280,327,738,455,3.9,34.8,0.0,928.8,58,0.5,71,0.18
2019-12-31T12:00:00Z,2019-12-31T11:00:00Z,PT60M,9.6,-167,0.0,-6.0,51,906,353,404,857,463,3.7,32.8,0.0,929.0,152,0.4,67,0.18
2019-12-31T13:00:00Z,2019-12-31T12:00:00Z,PT60M,10.3,179,0.0,-5.3,52,920,375,427,893,434,3.5,33.0,0.0,928.6,170,0.9,66,0.18
2019-12-31T14:00:00Z,2019-12-31T13:00:00Z,PT60M,10.6,164,0.0,-4.5,50,902,344,394,843,477,3.5,34.4,0.0,927.7,176,1.0,68,0.18
2019-12-31T15:00:00Z,2019-12-31T14:00:00Z,PT60M,10.5,150,0.0,-2.9,46,845,262,308,709,417,3.6,38.8,0.0,927.1,202,0.8,72,0.18
2019-12-31T16:00:00Z,2019-12-31T15:00:00Z,PT60M,9.1,137,0.0,-1.5,37,714,144,181,496,101,3.8,47.5,0.0,927.1,211,0.7,79,0.18
2019-12-31T17:00:00Z,2019-12-31T16:00:00Z,PT60M,6.2,126,0.0,-2.1,15,283,29,44,160,10,3.9,55.6,0.0,927.2,212,0.6,87,0.18
2019-12-31T18:00:00Z,2019-12-31T17:00:00Z,PT60M,4.3,116,0.0,-2.9,0,0,0,0,0,0,3.9,59.7,0.0,927.8,264,0.4,96,0.18
2019-12-31T19:00:00Z,2019-12-31T18:00:00Z,PT60M,3.9,107,0.0,-2.8,0,0,0,0,0,0,3.8,61.6,0.0,928.3,307,0.6,106,0.18
2019-12-31T20:00:00Z,2019-12-31T19:00:00Z,PT60M,3.5,97,0.0,-2.8,0,0,0,0,0,0,3.9,63.2,0.0,928.3,327,0.8,117,0.18
2019-12-31T21:00:00Z,2019-12-31T20:00:00Z,PT60M,3.2,87,0.0,-2.8,0,0,0,0,0,0,4.0,64.9,0.0,928.3,345,0.6,128,0.18
2019-12-31T22:00:00Z,2019-12-31T21:00:00Z,PT60M,2.9,75,0.0,-2.8,0,0,0,0,0,0,4.2,66.1,0.0,928.2,353,0.6,139,0.18
2019-12-31T23:00:00Z,2019-12-31T22:00:00Z,PT60M,2.6,59,0.0,-2.8,0,0,0,0,0,0,4.3,67.3,0.0,928.2,354,0.5,149,0.18
2020-01-01T00:00:00Z,2019-12-31T23:00:00Z,PT60M,2.4,34,0.0,-2.9,0,0,0,0,0,0,4.1,68.1,0.0,928.4,330,0.5,157,0.18
2020-01-01T01:00:00Z,2020-01-01T00:00:00Z,PT60M,2.1,-4,0.0,-2.9,0,0,0,0,0,0,4.0,69.3,0.0,928.3,326,0.6,160,0.18
2020-01-01T02:00:00Z,2020-01-01T01:00:00Z,PT60M,2.0,-39,0.0,-2.8,0,0,0,0,0,0,3.8,70.6,0.0,927.9,352,0.8,156,0.18
2020-01-01T03:00:00Z,2020-01-01T02:00:00Z,PT60M,1.8,-63,0.0,-2.8,0,0,0,0,0,0,3.8,71.7,0.0,927.6,6,0.8,148,0.18
2020-01-01T04:00:00Z,2020-01-01T03:00:00Z,PT60M,1.6,-78,0.0,-3.0,0,0,0,0,0,0,3.8,71.6,0.0,927.5,10,0.7,137,0.18
2020-01-01T05:00:00Z,2020-01-01T04:00:00Z,PT60M,1.5,-89,0.0,-3.3,0,0,0,0,0,0,3.9,70.4,0.0,927.4,7,0.5,126,0.18
2020-01-01T06:00:00Z,2020-01-01T05:00:00Z,PT60M,1.3,-99,0.0,-3.7,0,0,0,0,0,0,3.8,69.4,0.0,927.7,25,0.3,115,0.18
2020-01-01T07:00:00Z,2020-01-01T06:00:00Z,PT60M,1.2,-108,0.0,-4.1,0,0,0,0,0,0,3.8,68.1,0.0,928.2,34,0.3,105,0.18
2020-01-01T08:00:00Z,2020-01-01T07:00:00Z,PT60M,1.0,-118,0.0,-4.2,0,3,0,1,2,0,3.8,68.0,0.0,928.2,43,0.3,94,0.18
2020-01-01T09:00:00Z,2020-01-01T08:00:00Z,PT60M,2.0,-128,0.0,-3.6,21,395,46,67,231,13,4.0,66.5,0.0,928.3,32,0.2,85,0.18
2020-01-01T10:00:00Z,2020-01-01T09:00:00Z,PT60M,4.3,-139,0.0,-2.8,42,732,165,206,536,155,4.0,60.1,0.0,928.6,1,0.1,77,0.18
2020-01-01T11:00:00Z,2020-01-01T10:00:00Z,PT60M,6.2,-152,0.0,-2.4,51,845,277,327,735,457,3.8,53.9,0.0,928.8,207,0.2,71,0.18
2020-01-01T12:00:00Z,2020-01-01T11:00:00Z,PT60M,7.6,-166,0.0,-1.8,54,898,351,404,856,465,3.7,51.5,0.0,928.6,219,0.4,67,0.18
2020-01-01T13:00:00Z,2020-01-01T12:00:00Z,PT60M,8.6,179,0.0,-1.2,55,912,373,428,891,435,3.7,50.3,0.0,928.0,210,0.8,66,0.18
2020-01-01T14:00:00Z,2020-01-01T13:00:00Z,PT60M,9.1,164,0.0,-0.9,53,890,341,394,839,475,4.0,49.8,0.0,927.3,202,1.1,68,0.18
2020-01-01T15:00:00Z,2020-01-01T14:00:00Z,PT60M,9.0,150,0.8,-0.2,53,805,253,306,692,417,4.5,52.5,0.0,926.8,210,1.2,72,0.18
2020-01-01T16:00:00Z,2020-01-01T15:00:00Z,PT60M,7.7,137,5.2,0.4,61,552,108,169,422,100,4.9,59.6,0.0,926.7,218,1.2,78,0.18
2020-01-01T17:00:00Z,2020-01-01T16:00:00Z,PT60M,5.0,126,7.1,-0.5,18,236,25,43,142,13,5.5,67.7,0.0,926.8,217,1.0,87,0.18
2020-01-01T18:00:00Z,2020-01-01T17:00:00Z,PT60M,3.1,116,25.6,-1.4,0,0,0,0,0,0,5.9,72.3,0.0,927.2,226,0.7,96,0.18
2020-01-01T19:00:00Z,2020-01-01T18:00:00Z,PT60M,2.6,107,0.1,-1.7,0,0,0,0,0,0,6.4,73.5,0.0,927.4,249,0.3,106,0.18
2020-01-01T20:00:00Z,2020-01-01T19:00:00Z,PT60M,2.4,97,0.0,-2.0,0,0,0,0,0,0,6.9,72.6,0.0,927.2,253,0.2,117,0.18
2020-01-01T21:00:00Z,2020-01-01T20:00:00Z,PT60M,2.3,87,0.0,-2.3,0,0,0,0,0,0,7.2,71.6,0.0,927.0,261,0.2,128,0.18
2020-01-01T22:00:00Z,2020-01-01T21:00:00Z,PT60M,2.1,76,0.0,-2.3,0,0,0,0,0,0,7.4,72.5,0.0,927.2,249,0.3,139,0.18
2020-01-01T23:00:00Z,2020-01-01T22:00:00Z,PT60M,1.9,59,0.0,-2.3,0,0,0,0,0,0,7.5,73.8,0.0,927.2,247,0.3,149,0.18
2020-01-02T00:00:00Z,2020-01-01T23:00:00Z,PT60M,1.7,34,0.0,-2.4,0,0,0,0,0,0,7.5,74.3,0.0,927.1,315,0.1,157,0.18
2020-01-02T01:00:00Z,2020-01-02T00:00:00Z,PT60M,1.6,-3,0.0,-2.5,0,0,0,0,0,0,7.3,74.5,0.0,926.9,0,0.4,160,0.18
2020-01-02T02:00:00Z,2020-01-02T01:00:00Z,PT60M,1.5,-39,0.0,-2.6,0,0,0,0,0,0,7.3,74.1,0.0,926.4,23,0.5,156,0.16
2020-01-02T03:00:00Z,2020-01-02T02:00:00Z,PT60M,1.4,-62,0.0,-2.7,0,0,0,0,0,0,7.3,74.1,0.0,925.8,56,0.5,148,0.16
2020-01-02T04:00:00Z,2020-01-02T03:00:00Z,PT60M,1.3,-78,0.0,-2.7,0,0,0,0,0,0,7.2,74.7,0.0,925.6,76,0.6,137,0.16
2020-01-02T05:00:00Z,2020-01-02T04:00:00Z,PT60M,1.1,-89,0.0,-2.7,0,0,0,0,0,0,7.1,75.3,0.0,925.5,75,0.5,126,0.16
2020-01-02T06:00:00Z,2020-01-02T05:00:00Z,PT60M,1.0,-99,0.0,-2.8,0,0,0,0,0,0,6.8,76.1,0.0,925.9,67,0.5,115,0.16
2020-01-02T07:00:00Z,2020-01-02T06:00:00Z,PT60M,0.8,-108,0.0,-2.8,0,0,0,0,0,0,6.4,77.0,0.0,926.4,74,0.6,105,0.16
2020-01-02T08:00:00Z,2020-01-02T07:00:00Z,PT60M,0.6,-118,0.0,-2.9,0,2,0,1,1,0,6.2,77.5,0.0,926.3,80,0.6,94,0.16
2020-01-02T09:00:00Z,2020-01-02T08:00:00Z,PT60M,1.6,-128,3.7,-2.4,30,257,28,59,170,23,6.2,74.9,0.0,926.2,80,0.6,85,0.16
2020-01-02T10:00:00Z,2020-01-02T09:00:00Z,PT60M,3.7,-139,6.4,-1.9,69,515,117,186,429,150,6.5,67.1,0.0,926.5,81,0.5,77,0.16
2020-01-02T11:00:00Z,2020-01-02T10:00:00Z,PT60M,5.3,-152,10.6,-1.7,120,498,161,281,542,366,6.9,60.4,0.0,926.7,99,0.6,71,0.16
2020-01-02T12:00:00Z,2020-01-02T11:00:00Z,PT60M,6.4,-166,17.7,-1.4,185,347,136,321,523,350,7.1,57.5,0.0,926.7,137,0.8,67,0.16
2020-01-02T13:00:00Z,2020-01-02T12:00:00Z,PT60M,7.2,179,17.2,-1.2,192,364,150,341,556,345,7.0,55.1,0.0,926.2,168,1.2,66,0.16
2020-01-02T14:00:00Z,2020-01-02T13:00:00Z,PT60M,7.6,164,15.7,-1.1,172,390,149,321,544,364,6.7,54.1,0.0,925.6,179,1.6,67,0.16
2020-01-02T15:00:00Z,2020-01-02T14:00:00Z,PT60M,7.4,150,27.8,-0.5,146,222,74,219,339,266,6.7,57.2,0.0,925.1,185,1.5,72,0.16
2020-01-02T16:00:00Z,2020-01-02T15:00:00Z,PT60M,6.2,137,14.5,0.1,77,347,70,147,310,102,6.7,64.6,0.0,924.9,182,1.0,78,0.16
2020-01-02T17:00:00Z,2020-01-02T16:00:00Z,PT60M,4.1,126,16.1,-0.4,24,151,15,39,104,20,6.6,72.6,0.0,925.1,139,0.5,87,0.16
2020-01-02T18:00:00Z,2020-01-02T17:00:00Z,PT60M,2.8,116,11.8,-1.0,0,0,0,0,0,0,6.6,76.4,0.0,925.4,89,0.8,96,0.16
2020-01-02T19:00:00Z,2020-01-02T18:00:00Z,PT60M,2.5,107,12.8,-1.1,0,0,0,0,0,0,6.4,76.9,0.0,925.6,74,1.1,106,0.16
2020-01-02T20:00:00Z,2020-01-02T19:00:00Z,PT60M,2.3,97,30.0,-1.2,0,0,0,0,0,0,6.3,77.7,0.0,925.6,68,1.1,117,0.16
2020-01-02T21:00:00Z,2020-01-02T20:00:00Z,PT60M,2.1,87,30.3,-1.2,0,0,0,0,0,0,6.4,79.0,0.0,925.6,58,1.1,128,0.16
2020-01-02T22:00:00Z,2020-01-02T21:00:00Z,PT60M,1.8,76,31.0,-1.2,0,0,0,0,0,0,6.4,80.3,0.0,925.7,41,1.4,139,0.16
2020-01-02T23:00:00Z,2020-01-02T22:00:00Z,PT60M,1.6,59,23.5,-1.2,0,0,0,0,0,0,6.6,81.5,0.0,925.9,31,1.6,149,0.16
2020-01-03T00:00:00Z,2020-01-02T23:00:00Z,PT60M,1.5,34,28.1,-1.0,0,0,0,0,0,0,7.0,83.5,0.0,926.3,26,1.5,157,0.16
2020-01-03T01:00:00Z,2020-01-03T00:00:00Z,PT60M,1.4,-3,26.3,-0.8,0,0,0,0,0,0,7.5,85.0,0.0,926.3,25,1.2,160,0.16
2020-01-03T02:00:00Z,2020-01-03T01:00:00Z,PT60M,1.4,-39,30.0,-0.8,0,0,0,0,0,0,7.9,85.0,0.0,925.9,29,1.1,156,0.16
2020-01-03T03:00:00Z,2020-01-03T02:00:00Z,PT60M,1.4,-62,23.2,-0.9,0,0,0,0,0,0,8.0,84.8,0.0,925.5,22,0.9,148,0.16
2020-01-03T04:00:00Z,2020-01-03T03:00:00Z,PT60M,1.3,-78,30.0,-1.0,0,0,0,0,0,0,8.2,84.6,0.0,925.6,7,0.6,137,0.16
2020-01-03T05:00:00Z,2020-01-03T04:00:00Z,PT60M,1.3,-89,30.0,-1.1,0,0,0,0,0,0,8.4,84.2,0.0,925.9,11,0.3,126,0.16
2020-01-03T06:00:00Z,2020-01-03T05:00:00Z,PT60M,1.1,-99,33.0,-1.2,0,0,0,0,0,0,8.4,84.4,0.0,926.6,358,0.2,115,0.16
2020-01-03T07:00:00Z,2020-01-03T06:00:00Z,PT60M,0.9,-108,49.8,-1.3,0,0,0,0,0,0,9.0,84.8,0.0,927.3,346,0.3,105,0.16
2020-01-03T08:00:00Z,2020-01-03T07:00:00Z,PT60M,1.1,-118,35.1,-1.2,0,0,0,1,1,0,9.6,84.4,0.0,927.6,30,0.6,94,0.16
2020-01-03T09:00:00Z,2020-01-03T08:00:00Z,PT60M,1.7,-128,19.0,-0.7,39,58,7,46,70,37,9.9,83.9,0.0,927.7,46,0.6,85,0.16
2020-01-03T10:00:00Z,2020-01-03T09:00:00Z,PT60M,3.2,-139,50.7,-0.1,94,1,0,94,87,94,10.4,78.9,0.0,928.1,63,0.7,77,0.16
2020-01-03T11:00:00Z,2020-01-03T10:00:00Z,PT60M,5.0,-152,37.6,0.2,171,66,20,192,217,203,10.5,71.4,0.0,928.7,64,0.9,71,0.16
2020-01-03T12:00:00Z,2020-01-03T11:00:00Z,PT60M,6.2,-166,44.1,0.7,212,2,1,213,196,213,10.4,67.8,0.0,929.2,133,0.6,67,0.16
2020-01-03T13:00:00Z,2020-01-03T12:00:00Z,PT60M,6.7,179,23.3,1.1,163,350,144,307,490,311,10.4,67.1,0.0,928.9,162,1.1,66,0.16
2020-01-03T14:00:00Z,2020-01-03T13:00:00Z,PT60M,7.0,164,2.7,1.3,94,684,266,359,714,417,10.3,66.9,0.0,928.5,149,0.6,67,0.16
2020-01-03T15:00:00Z,2020-01-03T14:00:00Z,PT60M,7.4,150,35.3,1.7,181,16,5,186,181,188,9.8,66.9,0.0,928.2,96,0.3,72,0.16
2020-01-03T16:00:00Z,2020-01-03T15:00:00Z,PT60M,7.0,137,28.8,2.2,109,49,11,121,140,119,9.5,71.2,0.0,928.3,101,0.5,78,0.16
2020-01-03T17:00:00Z,2020-01-03T16:00:00Z,PT60M,5.0,126,6.9,1.7,28,87,8,36,73,26,9.6,79.2,0.0,928.6,103,0.9,86,0.16
2020-01-03T18:00:00Z,2020-01-03T17:00:00Z,PT60M,3.2,116,2.6,0.9,0,0,0,0,0,0,9.6,84.7,0.0,929.3,84,0.8,96,0.16
2020-01-03T19:00:00Z,2020-01-03T18:00:00Z,PT60M,3.0,107,0.0,0.9,0,0,0,0,0,0,9.4,86.5,0.0,930.0,35,0.7,106,0.16
2020-01-03T20:00:00Z,2020-01-03T19:00:00Z,PT60M,3.3,97,0.0,1.2,0,0,0,0,0,0,9.3,85.8,0.0,930.3,26,0.9,117,0.16
2020-01-03T21:00:00Z,2020-01-03T20:00:00Z,PT60M,3.7,87,0.0,1.4,0,0,0,0,0,0,9.1,84.6,0.0,930.5,35,1.0,128,0.16
2020-01-03T22:00:00Z,2020-01-03T21:00:00Z,PT60M,3.3,76,0.0,1.1,0,0,0,0,0,0,9.0,85.8,0.0,930.8,31,1.4,139,0.16
2020-01-03T23:00:00Z,2020-01-03T22:00:00Z,PT60M,2.5,59,0.0,0.8,0,0,0,0,0,0,8.7,88.4,0.0,931.1,26,1.7,149,0.16
2020-01-04T00:00:00Z,2020-01-03T23:00:00Z,PT60M,2.0,34,0.0,0.4,0,0,0,0,0,0,8.3,89.5,0.0,931.5,29,2.1,157,0.16
2020-01-04T01:00:00Z,2020-01-04T00:00:00Z,PT60M,1.7,-3,0.0,0.1,0,0,0,0,0,0,7.9,89.5,0.0,931.6,31,2.3,160,0.16
2020-01-04T02:00:00Z,2020-01-04T01:00:00Z,PT60M,1.4,-38,0.0,-0.2,0,0,0,0,0,0,7.6,89.3,0.0,931.3,22,2.1,156,0.18
2020-01-04T03:00:00Z,2020-01-04T02:00:00Z,PT60M,1.1,-62,0.0,-0.5,0,0,0,0,0,0,7.2,88.9,0.0,930.9,16,2.0,148,0.18
2020-01-04T04:00:00Z,2020-01-04T03:00:00Z,PT60M,0.8,-77,0.0,-0.9,0,0,0,0,0,0,6.8,88.3,0.0,930.6,15,1.7,137,0.18
2020-01-04T05:00:00Z,2020-01-04T04:00:00Z,PT60M,0.7,-89,0.0,-1.2,0,0,0,0,0,0,6.5,87.3,0.0,930.7,8,1.5,126,0.18
2020-01-04T06:00:00Z,2020-01-04T05:00:00Z,PT60M,0.6,-99,0.0,-1.4,0,0,0,0,0,0,6.4,86.5,0.0,931.0,6,1.7,115,0.18
2020-01-04T07:00:00Z,2020-01-04T06:00:00Z,PT60M,0.4,-108,0.0,-1.6,0,0,0,0,0,0,6.2,86.3,0.0,931.4,24,1.6,105,0.18
2020-01-04T08:00:00Z,2020-01-04T07:00:00Z,PT60M,0.2,-117,0.0,-1.8,0,3,0,1,1,0,6.0,86.3,0.0,931.3,37,1.5,94,0.18
2020-01-04T09:00:00Z,2020-01-04T08:00:00Z,PT60M,1.1,-128,12.8,-1.5,39,131,14,53,109,35,5.8,83.3,0.0,931.0,31,1.3,85,0.18
2020-01-04T10:00:00Z,2020-01-04T09:00:00Z,PT60M,3.1,-139,31.0,-0.9,129,53,10,140,159,132,5.7,75.4,0.0,931.1,34,1.4,77,0.18
2020-01-04T11:00:00Z,2020-01-04T10:00:00Z,PT60M,4.9,-152,44.3,-0.5,180,0,0,180,166,180,5.6,68.0,0.0,931.6,54,1.2,71,0.18
2020-01-04T12:00:00Z,2020-01-04T11:00:00Z,PT60M,6.1,-166,51.5,-0.1,195,0,0,195,179,195,5.8,64.6,0.0,931.9,101,0.8,67,0.18
2020-01-04T13:00:00Z,2020-01-04T12:00:00Z,PT60M,6.8,179,57.1,0.3,182,0,0,182,167,182,5.9,63.0,0.0,931.5,146,0.8,66,0.18
2020-01-04T14:00:00Z,2020-01-04T13:00:00Z,PT60M,7.2,164,60.0,0.4,157,0,0,157,145,157,5.8,61.8,0.0,930.6,174,0.8,67,0.18
2020-01-04T15:00:00Z,2020-01-04T14:00:00Z,PT60M,7.4,150,52.9,0.5,145,0,0,145,133,145,5.7,61.8,0.0,929.6,200,0.8,72,0.18
2020-01-04T16:00:00Z,2020-01-04T15:00:00Z,PT60M,6.7,137,34.3,1.0,118,21,3,121,123,116,5.6,66.9,0.0,929.2,220,0.6,78,0.18
2020-01-04T17:00:00Z,2020-01-04T16:00:00Z,PT60M,4.4,126,8.2,0.7,28,146,14,42,103,25,5.5,76.7,0.0,929.2,243,0.5,86,0.18
2020-01-04T18:00:00Z,2020-01-04T17:00:00Z,PT60M,2.4,116,0.0,-0.2,0,0,0,0,0,0,5.7,82.9,0.0,929.8,260,0.4,96,0.18
2020-01-04T19:00:00Z,2020-01-04T18:00:00Z,PT60M,2.1,107,0.0,-0.3,0,0,0,0,0,0,5.7,84.3,0.0,930.3,329,0.6,106,0.18
2020-01-04T20:00:00Z,2020-01-04T19:00:00Z,PT60M,2.0,97,0.0,-0.4,0,0,0,0,0,0,5.5,84.2,0.0,930.1,340,1.4,117,0.18
2020-01-04T21:00:00Z,2020-01-04T20:00:00Z,PT60M,1.9,87,0.0,-0.4,0,0,0,0,0,0,5.4,84.5,0.0,929.8,340,1.8,128,0.18
2020-01-04T22:00:00Z,2020-01-04T21:00:00Z,PT60M,1.7,75,0.0,-0.5,0,0,0,0,0,0,5.3,84.9,0.0,929.5,343,1.8,139,0.18
2020-01-04T23:00:00Z,2020-01-04T22:00:00Z,PT60M,1.5,59,0.0,-0.8,0,0,0,0,0,0,5.4,84.5,0.0,929.4,349,1.5,149,0.18
2020-01-05T00:00:00Z,2020-01-04T23:00:00Z,PT60M,1.4,34,0.0,-1.3,0,0,0,0,0,0,5.5,82.3,0.0,929.6,7,1.4,157,0.18
2020-01-05T01:00:00Z,2020-01-05T00:00:00Z,PT60M,1.5,-2,0.0,-1.7,0,0,0,0,0,0,5.7,79.4,0.0,929.3,8,1.6,160,0.18
2020-01-05T02:00:00Z,2020-01-05T01:00:00Z,PT60M,1.6,-38,0.0,-2.0,0,0,0,0,0,0,5.9,76.9,0.0,928.5,359,1.7,156,0.18
2020-01-05T03:00:00Z,2020-01-05T02:00:00Z,PT60M,1.6,-62,0.0,-2.6,0,0,0,0,0,0,6.1,73.6,0.0,928.0,356,1.4,148,0.18
2020-01-05T04:00:00Z,2020-01-05T03:00:00Z,PT60M,1.5,-77,0.0,-3.3,0,0,0,0,0,0,6.2,70.7,0.0,927.8,4,1.0,137,0.18
2020-01-05T05:00:00Z,2020-01-05T04:00:00Z,PT60M,1.4,-89,0.0,-3.7,0,0,0,0,0,0,6.4,68.7,0.0,927.8,24,0.7,126,0.18
2020-01-05T06:00:00Z,2020-01-05T05:00:00Z,PT60M,1.3,-98,0.0,-4.1,0,0,0,0,0,0,6.4,67.5,0.0,927.9,65,0.4,115,0.18
2020-01-05T07:00:00Z,2020-01-05T06:00:00Z,PT60M,1.1,-108,0.0,-4.5,0,0,0,0,0,0,6.4,66.6,0.0,927.8,81,0.3,105,0.18
2020-01-05T08:00:00Z,2020-01-05T07:00:00Z,PT60M,1.0,-117,0.0,-4.7,0,4,0,1,2,0,6.3,65.7,0.0,927.5,336,0.3,94,0.18
2020-01-05T09:00:00Z,2020-01-05T08:00:00Z,PT60M,2.0,-127,0.0,-4.2,19,411,48,66,233,12,6.3,63.5,0.0,927.4,301,0.6,85,0.18
2020-01-05T10:00:00Z,2020-01-05T09:00:00Z,PT60M,4.4,-139,0.0,-3.5,36,751,170,206,536,164,6.4,56.3,0.0,927.5,297,0.8,77,0.18
2020-01-05T11:00:00Z,2020-01-05T10:00:00Z,PT60M,6.7,-152,0.0,-3.6,44,855,282,326,731,467,6.5,47.8,0.0,927.8,300,0.9,71,0.18
2020-01-05T12:00:00Z,2020-01-05T11:00:00Z,PT60M,8.5,-166,0.0,-3.8,48,900,355,403,848,466,6.6,41.5,0.0,927.8,303,0.9,67,0.18
2020-01-05T13:00:00Z,2020-01-05T12:00:00Z,PT60M,10.0,179,0.0,-3.9,50,909,377,427,883,434,6.9,37.5,0.0,927.0,312,0.9,65,0.18
2020-01-05T14:00:00Z,2020-01-05T13:00:00Z,PT60M,10.8,164,0.0,-3.6,48,892,347,396,835,472,7.2,36.3,0.0,925.9,312,1.0,67,0.18
2020-01-05T15:00:00Z,2020-01-05T14:00:00Z,PT60M,11.2,150,0.0,-1.9,44,841,269,313,707,445,7.5,39.9,0.0,925.0,295,0.9,71,0.18
2020-01-05T16:00:00Z,2020-01-05T15:00:00Z,PT60M,10.0,137,0.0,-0.7,35,726,154,189,504,127,7.6,47.4,0.0,924.5,284,0.9,78,0.18
2020-01-05T17:00:00Z,2020-01-05T16:00:00Z,PT60M,7.1,126,0.0,-1.7,16,334,36,52,185,10,7.6,53.5,0.0,924.5,291,0.8,86,0.18
2020-01-05T18:00:00Z,2020-01-05T17:00:00Z,PT60M,5.2,116,0.0,-2.9,0,0,0,0,0,0,7.5,55.9,0.0,924.9,315,0.7,96,0.18
2020-01-05T19:00:00Z,2020-01-05T18:00:00Z,PT60M,4.6,107,0.0,-3.4,0,0,0,0,0,0,7.3,56.0,0.0,925.1,340,0.6,106,0.18
2020-01-05T20:00:00Z,2020-01-05T19:00:00Z,PT60M,4.3,97,0.0,-3.7,0,0,0,0,0,0,7.3,56.2,0.0,924.8,339,0.9,117,0.18
2020-01-05T21:00:00Z,2020-01-05T20:00:00Z,PT60M,4.0,87,0.0,-3.9,0,0,0,0,0,0,7.2,56.3,0.0,924.4,333,1.1,128,0.18
2020-01-05T22:00:00Z,2020-01-05T21:00:00Z,PT60M,3.7,75,0.0,-4.1,0,0,0,0,0,0,7.1,56.8,0.0,924.2,312,0.7,138,0.18
2020-01-05T23:00:00Z,2020-01-05T22:00:00Z,PT60M,3.2,59,0.0,-4.3,0,0,0,0,0,0,6.9,58.1,0.0,924.1,252,0.4,149,0.18
2020-01-06T00:00:00Z,2020-01-05T23:00:00Z,PT60M,2.9,34,0.0,-4.2,0,0,0,0,0,0,6.7,59.9,0.0,924.2,299,0.2,157,0.18
2020-01-06T01:00:00Z,2020-01-06T00:00:00Z,PT60M,2.7,-2,0.0,-4.1,0,0,0,0,0,0,6.6,60.9,0.0,924.2,354,0.6,160,0.18
2020-01-06T02:00:00Z,2020-01-06T01:00:00Z,PT60M,2.5,-38,0.0,-4.2,0,0,0,0,0,0,6.5,61.4,0.0,923.9,9,0.5,156,0.17
2020-01-06T03:00:00Z,2020-01-06T02:00:00Z,PT60M,2.1,-61,0.0,-4.2,0,0,0,0,0,0,6.4,62.8,0.0,923.5,109,0.2,148,0.17
2020-01-06T04:00:00Z,2020-01-06T03:00:00Z,PT60M,1.8,-77,0.0,-4.3,0,0,0,0,0,0,6.3,64.1,0.0,923.4,154,0.1,137,0.17
2020-01-06T05:00:00Z,2020-01-06T04:00:00Z,PT60M,1.7,-88,0.0,-4.3,0,0,0,0,0,0,6.2,64.4,0.0,923.7,332,0.4,126,0.17
2020-01-06T06:00:00Z,2020-01-06T05:00:00Z,PT60M,1.5,-98,0.0,-4.7,0,0,0,0,0,0,6.0,63.6,0.0,924.2,342,0.4,115,0.17
2020-01-06T07:00:00Z,2020-01-06T06:00:00Z,PT60M,1.3,-108,0.0,-5.0,0,0,0,0,0,0,5.8,63.2,0.0,924.6,117,0.2,105,0.17
2020-01-06T08:00:00Z,2020-01-06T07:00:00Z,PT60M,1.1,-117,0.0,-4.9,0,4,0,1,2,0,5.7,64.0,0.0,924.9,196,0.4,94,0.17
2020-01-06T09:00:00Z,2020-01-06T08:00:00Z,PT60M,2.0,-127,16.1,-4.3,41,110,10,51,93,38,5.6,63.3,0.0,925.0,219,0.4,85,0.17
2020-01-06T10:00:00Z,2020-01-06T09:00:00Z,PT60M,4.1,-139,45.2,-3.6,113,0,0,113,104,113,5.6,57.3,0.0,925.1,207,0.3,77,0.17
